Year,Month,State,Deforestation_Level,Total_Precipitation_Level,Atmospheric_Pressure_Station_Level,Global_Radiation_Level,Air_Temperature_Level,Max_Air_Temperature_Level,Min_Air_Temperature_Level,Relative_Humidity_Level,Max_Relative_Humidity_Level,Min_Relative_Humidity_Level,Hourly_Wind_Speed_Level,Max_Wind_Gust_Level
2020,12,AL,Low,Low,Medium,Low,Medium,High,Medium,Medium,High,Medium,High,High
2021,1,AL,Low,Low,Medium,Low,Medium,High,Medium,Medium,High,High,Medium,High
2021,2,AL,Low,Low,Medium,Low,Medium,High,High,High,High,High,Medium,High
2021,3,AL,Low,Low,Medium,Low,Medium,High,Medium,Medium,High,High,Medium,High
2021,4,AL,Low,Low,Medium,Low,Medium,High,Medium,Medium,High,High,Medium,Medium
2021,5,AL,Low,Low,Medium,Low,Medium,High,Medium,Medium,High,High,Medium,Medium
2021,6,AL,Low,Low,Medium,Low,Low,High,Medium,Low,High,High,Medium,Medium
2021,7,AL,Low,Low,Medium,Low,Low,High,Medium,Low,High,High,Medium,Medium
2021,8,AL,Low,Medium,Medium,Low,Low,Medium,Medium,Low,Medium,High,Medium,High
2021,9,AL,Low,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium
2021,10,AL,Low,Low,Medium,Low,Medium,Medium,Medium,Medium,Medium,High,High,High
2021,11,AL,Low,Low,Medium,Low,High,Medium,Medium,High,Medium,High,High,High
2021,12,AL,Low,Low,Medium,Low,Medium,Medium,Medium,Medium,Medium,High,High,High
2022,1,AL,Low,Low,Medium,Low,High,Medium,Medium,High,Medium,High,Medium,High
2022,2,AL,Low,Low,Medium,Low,High,Medium,High,High,Medium,High,High,High
2022,3,AL,Low,High,Medium,Low,Medium,Medium,High,Medium,Medium,High,Medium,High
2022,4,AL,Low,High,Medium,Low,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium
2022,5,AL,Low,High,Medium,Low,Medium,Low,Medium,Medium,Medium,High,Medium,Medium
2022,6,AL,Low,High,Medium,Low,Low,Low,Medium,Low,Low,High,Medium,Medium
2022,7,AL,Low,High,Medium,Low,Low,Low,Medium,Low,Low,High,High,High
2022,8,AL,Low,High,Medium,Low,Low,Low,Medium,Low,Low,High,High,High
2022,9,AL,Low,Medium,Medium,Low,Low,Medium,Medium,Low,Medium,Medium,Medium,Medium
2022,10,AL,Low,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2022,11,AL,Low,High,Medium,Low,Medium,High,Medium,Medium,High,Medium,Medium,High
2022,12,AL,Low,Medium,Medium,Low,Medium,High,Medium,Medium,High,Medium,High,High
2023,1,AL,Low,Medium,Medium,Low,Medium,High,Medium,Medium,High,Medium,Medium,High
2023,2,AL,Low,Medium,Medium,Low,Medium,High,Medium,Medium,High,Medium,Medium,Medium
2023,3,AL,Low,Medium,Medium,Low,Medium,High,High,Medium,High,High,Medium,High
2023,4,AL,Low,High,Medium,Low,Medium,High,Medium,Medium,High,High,Low,Medium
2023,5,AL,Low,High,Medium,Low,Medium,High,Medium,Medium,High,High,Low,Medium
2023,6,AL,Low,High,Medium,Low,Medium,High,Medium,Medium,High,High,Medium,Medium
2023,7,AL,Low,High,Medium,Low,Low,Medium,Medium,Low,Medium,Medium,Medium,High
2023,8,AL,Low,Medium,Medium,Low,Low,High,Medium,Low,Medium,Medium,Medium,High
2023,9,AL,Low,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High
2023,10,AL,Low,Low,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium
2023,11,AL,Low,Low,Medium,Low,Medium,Medium,High,Medium,Medium,High,Medium,Low
2023,12,AL,Low,Medium,Medium,Low,High,High,Medium,High,High,Medium,High,High
2001,1,AM,Medium,Medium,Medium,High,Medium,High,High,Medium,Medium,High,Low,Medium
2001,2,AM,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,High,High,Low
2001,3,AM,Medium,High,Medium,Medium,Medium,High,Medium,Medium,High,High,Low,High
2001,4,AM,High,High,Medium,Medium,Medium,High,High,Medium,High,High,Low,Low
2001,5,AM,High,High,Medium,Medium,Medium,High,High,Medium,High,High,Low,Low
2001,6,AM,Critical,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Low,Medium
2001,7,AM,Critical,Low,Medium,Low,High,Medium,Medium,High,High,High,Low,Low
2001,8,AM,Critical,Low,Medium,High,High,High,Medium,High,Medium,Medium,Low,Low
2001,9,AM,Critical,Medium,Medium,High,High,High,Medium,High,High,High,Low,Low
2001,10,AM,High,High,Medium,High,High,High,High,High,High,High,Low,Low
2001,11,AM,High,Medium,Medium,High,High,High,Medium,High,High,High,Low,Low
2001,12,AM,Medium,Medium,Medium,High,High,High,High,High,High,High,Low,Low
2002,1,AM,Medium,High,Medium,High,High,High,Medium,Medium,High,High,Low,Medium
2002,2,AM,Medium,Medium,Medium,Medium,Medium,High,High,High,High,High,Low,Low
2002,3,AM,Medium,Medium,Medium,High,High,High,High,High,High,High,Low,Medium
2002,4,AM,High,High,Medium,Medium,Medium,High,High,Medium,High,High,Low,Low
2002,5,AM,High,High,Medium,Medium,Medium,High,Medium,Medium,High,High,Low,Low
2002,6,AM,Critical,High,Medium,Medium,Medium,High,High,Medium,High,High,Low,High
2002,7,AM,Critical,Low,Medium,Low,High,Medium,High,Medium,Medium,High,Low,Low
2002,8,AM,Critical,Low,Medium,Low,High,High,High,High,High,High,Low,Low
2002,9,AM,Critical,Medium,Medium,High,High,High,High,High,High,Medium,Low,Low
2002,10,AM,High,Medium,Medium,High,High,High,High,High,High,High,Low,Low
2002,11,AM,High,Low,Medium,High,High,High,High,High,High,High,Low,Low
2002,12,AM,Medium,High,Medium,High,High,High,High,High,High,High,Low,Low
2003,1,AM,Medium,Medium,Medium,High,High,High,High,High,High,High,Medium,Medium
2003,2,AM,Medium,High,Medium,High,High,High,High,Medium,High,High,Medium,Low
2003,3,AM,Medium,Medium,Medium,Medium,Medium,High,High,Medium,High,High,Low,Low
2003,4,AM,High,Low,Medium,High,High,High,High,High,High,High,Low,Low
2003,5,AM,High,Low,Medium,High,High,High,High,High,High,High,Low,Low
2003,6,AM,Critical,Low,Medium,Medium,High,High,High,High,High,High,Low,Low
2003,7,AM,Critical,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2003,8,AM,Critical,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2003,9,AM,Critical,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2003,10,AM,High,Low,Medium,Medium,High,High,High,High,High,High,Low,Low
2003,11,AM,High,Low,Medium,High,High,High,High,High,High,High,Low,Low
2003,12,AM,Medium,Low,Medium,High,High,High,High,High,High,High,Medium,Low
2004,1,AM,Medium,Low,Medium,High,High,High,High,High,High,High,Low,Low
2004,2,AM,Medium,Medium,Medium,Medium,High,High,High,High,High,High,Medium,Low
2004,3,AM,Medium,High,Medium,Low,High,High,Medium,High,High,High,Low,Low
2004,4,AM,High,High,Medium,Medium,Medium,High,Medium,Medium,High,High,Low,Medium
2004,5,AM,High,High,Medium,Medium,Medium,High,Medium,Medium,High,High,Low,Low
2004,6,AM,Critical,Medium,Medium,High,Medium,High,High,Medium,High,Medium,Low,Medium
2004,7,AM,Critical,Medium,Medium,High,Medium,High,High,Medium,High,High,Low,Medium
2004,8,AM,Critical,Medium,Medium,High,High,High,Medium,High,High,High,Low,Low
2004,9,AM,Critical,Medium,Medium,High,High,High,Medium,High,High,High,Low,Medium
2004,10,AM,High,Low,Medium,Medium,High,High,High,High,High,High,Low,Medium
2004,11,AM,High,Low,Medium,Medium,High,High,High,High,High,High,High,Low
2004,12,AM,Medium,Low,Medium,Low,Medium,High,High,Medium,High,High,Low,Low
2005,1,AM,High,Low,Medium,Low,Medium,Medium,High,Medium,Low,High,Low,Low
2005,2,AM,High,Low,Medium,Medium,High,Medium,High,High,Low,High,Medium,Low
2005,3,AM,High,Low,Medium,High,High,Medium,High,High,Low,High,Medium,Low
2005,4,AM,High,Low,Medium,High,High,Medium,High,High,Low,High,Medium,Low
2005,5,AM,Critical,Low,Medium,High,High,Low,High,High,Low,High,Medium,Low
2005,6,AM,Critical,Low,Medium,High,High,High,High,High,High,High,Medium,Low
2005,7,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,High,Low,Low
2005,8,AM,Critical,Low,Medium,High,High,High,High,High,High,Medium,Low,Low
2005,9,AM,Critical,Low,Medium,High,High,High,High,High,High,High,Low,Medium
2005,10,AM,Critical,Medium,Medium,High,High,High,High,High,High,High,Low,Medium
2005,11,AM,High,High,Medium,Medium,High,High,High,High,High,High,Low,Medium
2005,12,AM,High,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2006,1,AM,High,High,Medium,Medium,High,High,High,High,High,High,Low,Medium
2006,2,AM,High,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2006,3,AM,High,High,Medium,Medium,High,High,High,High,High,High,Low,Medium
2006,4,AM,High,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2006,5,AM,Critical,High,Medium,Low,High,High,High,High,High,High,Low,Low
2006,6,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,High,Low,Low
2006,7,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,High,Low,Medium
2006,8,AM,Critical,Low,Medium,High,High,High,High,High,High,Medium,Low,Medium
2006,9,AM,Critical,Low,Medium,High,High,High,High,High,High,Medium,Low,Low
2006,10,AM,Critical,Medium,Medium,High,High,High,High,High,High,Medium,Low,Low
2006,11,AM,High,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2006,12,AM,High,High,Medium,High,High,High,High,High,High,High,Low,Low
2007,1,AM,Medium,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2007,2,AM,Medium,Medium,Medium,Medium,High,High,High,High,High,High,Low,Low
2007,3,AM,Medium,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2007,4,AM,High,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2007,5,AM,High,Medium,Medium,Medium,High,High,High,High,High,High,Low,Low
2007,6,AM,Critical,Medium,Medium,High,High,High,High,High,High,High,Low,Low
2007,7,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,High,Low,Medium
2007,8,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,High,Low,Medium
2007,9,AM,Critical,Medium,Medium,High,High,High,High,High,High,High,Low,Low
2007,10,AM,High,Medium,Medium,Medium,High,High,High,High,High,High,Low,Low
2007,11,AM,High,High,Medium,Medium,High,High,High,High,High,High,Low,Medium
2007,12,AM,Medium,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2008,1,AM,Medium,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2008,2,AM,Medium,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2008,3,AM,Medium,High,Medium,Medium,Medium,High,High,Medium,High,High,Low,Medium
2008,4,AM,High,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2008,5,AM,High,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2008,6,AM,Critical,High,Medium,Medium,High,High,High,High,High,High,Low,Medium
2008,7,AM,Critical,Medium,Medium,High,High,High,High,High,High,Medium,Low,Low
2008,8,AM,Critical,Low,Medium,High,High,High,High,High,High,High,Low,Low
2008,9,AM,Critical,Low,Medium,High,High,High,High,High,High,High,Low,Low
2008,10,AM,High,Low,Medium,High,High,High,High,High,Medium,High,Low,Low
2008,11,AM,High,Medium,Medium,High,High,High,High,High,Medium,High,Low,Low
2008,12,AM,Medium,Medium,Medium,High,High,Medium,High,High,Medium,High,Low,Low
2009,1,AM,High,Medium,Medium,High,High,Medium,High,High,Medium,High,Low,Low
2009,2,AM,High,Medium,Medium,High,High,Medium,High,High,Medium,High,Low,Low
2009,3,AM,High,High,Medium,High,High,Medium,High,High,Medium,High,Low,Low
2009,4,AM,High,High,Medium,High,High,Medium,High,High,Medium,High,Low,Low
2009,5,AM,Critical,High,Medium,High,High,Medium,High,High,Medium,High,Low,Low
2009,6,AM,Critical,High,Medium,High,High,Medium,High,High,Medium,High,Medium,Low
2009,7,AM,Critical,High,Medium,High,High,Medium,High,High,Medium,High,Medium,Low
2009,8,AM,Critical,High,Medium,High,High,Medium,High,High,Medium,High,Medium,Low
2009,9,AM,Critical,High,Medium,High,High,Low,High,High,Medium,High,Medium,Low
2009,10,AM,Critical,High,Medium,High,High,High,High,High,High,Medium,Medium,Low
2009,11,AM,High,Low,Medium,High,High,Low,High,High,Medium,High,Low,Low
2009,12,AM,High,Low,High,High,High,Medium,High,High,Medium,High,Medium,Low
2010,1,AM,High,Low,High,High,High,High,High,High,Medium,High,High,Low
2010,2,AM,High,High,Medium,Medium,High,High,High,High,High,High,Low,Medium
2010,3,AM,High,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2010,4,AM,High,High,Medium,Medium,Medium,High,High,Medium,High,High,Low,Medium
2010,5,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,High,Low,Low
2010,6,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,High,Low,Medium
2010,7,AM,Critical,Medium,Medium,Medium,High,High,Medium,High,High,Medium,Low,Low
2010,8,AM,Critical,Low,Medium,High,High,High,High,High,High,Medium,Low,Low
2010,9,AM,Critical,Low,Medium,High,High,High,High,High,High,Medium,Low,Low
2010,10,AM,Critical,Medium,Medium,High,High,High,High,High,High,Medium,Low,Medium
2010,11,AM,High,Medium,Medium,Medium,High,High,High,High,High,Medium,Low,Medium
2010,12,AM,High,High,Medium,Medium,High,High,Medium,High,High,Medium,Low,Medium
2011,1,AM,Medium,High,Medium,Medium,Medium,High,Medium,Medium,High,High,Low,Medium
2011,2,AM,Medium,High,Medium,Medium,Medium,High,High,Medium,High,High,Low,Low
2011,3,AM,Medium,High,Medium,Medium,Medium,High,Medium,Medium,High,High,Low,Low
2011,4,AM,High,High,Medium,Medium,Medium,High,Medium,Medium,High,Medium,Low,Low
2011,5,AM,High,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2011,6,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,Medium,Low,Low
2011,7,AM,Critical,Low,Medium,High,High,High,High,High,High,Medium,Low,Low
2011,8,AM,Critical,Medium,Medium,High,High,Medium,Medium,High,Medium,Low,Low,Low
2011,9,AM,Critical,Low,Medium,Medium,High,Medium,Medium,High,High,Medium,Low,Low
2011,10,AM,High,High,Medium,Medium,High,High,High,High,High,Medium,Low,Medium
2011,11,AM,High,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2011,12,AM,Medium,High,Medium,Medium,High,High,High,High,High,Medium,Low,Medium
2012,1,AM,High,High,Medium,Medium,Medium,High,Medium,Medium,High,High,Low,Low
2012,2,AM,High,High,Medium,Medium,Medium,High,Medium,Medium,High,Medium,Low,Medium
2012,3,AM,High,High,Medium,Medium,Medium,High,Medium,Medium,High,High,Low,Low
2012,4,AM,High,High,Medium,Medium,Medium,High,High,High,High,High,Low,Medium
2012,5,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,High,Low,Low
2012,6,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,Medium,Low,Low
2012,7,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,Medium,Low,Low
2012,8,AM,Critical,Low,Medium,High,High,High,High,High,High,Low,Low,Low
2012,9,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,Medium,Low,Medium
2012,10,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,Medium,Low,Low
2012,11,AM,High,High,Medium,Medium,High,High,High,High,High,Medium,Low,Low
2012,12,AM,High,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2013,1,AM,High,High,Medium,Medium,High,High,High,High,High,Medium,Low,Low
2013,2,AM,High,High,Medium,Medium,Medium,High,Medium,Medium,High,High,Low,Low
2013,3,AM,High,High,Medium,Medium,Medium,High,High,Medium,High,High,Low,Medium
2013,4,AM,High,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2013,5,AM,Critical,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2013,6,AM,Critical,Low,Medium,High,High,High,High,High,High,Medium,Low,Medium
2013,7,AM,Critical,Medium,Medium,Medium,High,High,Medium,High,High,Medium,Low,Low
2013,8,AM,Critical,Low,Medium,Medium,High,High,High,High,High,Medium,Low,Low
2013,9,AM,Critical,High,Medium,Medium,High,High,High,High,High,Medium,Low,Medium
2013,10,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,Medium,Low,Low
2013,11,AM,High,High,Medium,Medium,High,High,Medium,High,High,Medium,Low,Medium
2013,12,AM,High,Medium,Medium,Medium,High,High,High,High,High,Medium,Low,Low
2014,1,AM,High,High,Medium,Medium,High,High,High,High,High,Medium,Low,Low
2014,2,AM,High,High,Medium,Medium,Medium,High,High,Medium,High,High,Low,Medium
2014,3,AM,High,High,Medium,Medium,Medium,High,High,Medium,High,High,Low,Medium
2014,4,AM,High,High,Medium,Medium,High,High,High,High,High,High,Low,Medium
2014,5,AM,Critical,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2014,6,AM,Critical,Medium,Medium,Medium,High,High,High,High,Medium,Medium,Low,Medium
2014,7,AM,Critical,Low,Medium,High,High,Medium,High,High,Medium,High,Low,Medium
2014,8,AM,Critical,Low,Medium,Medium,High,High,High,High,Medium,Medium,Low,Low
2014,9,AM,Critical,Low,Medium,High,High,Medium,High,High,Medium,Medium,Medium,High
2014,10,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,High,Low,High
2014,11,AM,High,Medium,Medium,Medium,High,High,High,High,High,Medium,Low,Low
2014,12,AM,High,Medium,Medium,Medium,High,High,High,High,High,High,Low,Medium
2015,1,AM,High,High,Medium,Medium,Medium,High,High,Medium,High,High,Low,Medium
2015,2,AM,High,High,Medium,Medium,High,High,Medium,High,High,Medium,Medium,Low
2015,3,AM,High,High,Medium,Medium,Medium,High,High,Medium,High,High,Low,Medium
2015,4,AM,High,Medium,Medium,Medium,High,High,High,High,High,High,Low,Medium
2015,5,AM,Critical,High,Medium,Medium,High,High,High,High,High,High,Low,Medium
2015,6,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,High,Low,Medium
2015,7,AM,Critical,Low,Medium,Medium,High,High,High,High,Medium,Medium,Low,High
2015,8,AM,Critical,Low,Medium,High,High,High,High,High,High,Medium,Medium,Low
2015,9,AM,Critical,Low,Medium,High,High,Medium,High,High,Medium,Medium,Medium,Low
2015,10,AM,Critical,Low,Medium,Medium,High,High,High,High,High,Medium,Medium,Low
2015,11,AM,High,Medium,Medium,Medium,High,High,High,High,High,Medium,Low,Medium
2015,12,AM,High,Medium,Medium,Medium,High,High,High,High,High,Medium,Low,Low
2016,1,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,High,Medium,Low
2016,2,AM,Critical,High,Medium,Medium,High,High,High,High,High,High,Medium,Medium
2016,3,AM,Critical,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2016,4,AM,Critical,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2016,5,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,High,Low,High
2016,6,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,Medium,Low,Low
2016,7,AM,Critical,Medium,Medium,High,High,High,High,High,Medium,Medium,Low,Low
2016,8,AM,Critical,Low,Medium,High,High,High,Medium,High,Medium,Medium,Low,High
2016,9,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,Medium,Low,Low
2016,10,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,Medium,Medium,High
2016,11,AM,Critical,High,Medium,Medium,High,High,High,High,High,High,Low,Medium
2016,12,AM,Critical,High,Medium,Low,Medium,High,High,Medium,High,High,Low,Medium
2017,1,AM,High,High,Medium,Medium,Medium,High,Medium,Medium,High,High,Low,Low
2017,2,AM,High,High,Medium,Low,Medium,High,High,Medium,High,High,Low,Medium
2017,3,AM,High,High,Medium,Medium,Medium,High,High,Medium,High,High,Low,Medium
2017,4,AM,High,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2017,5,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,High,Low,Medium
2017,6,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,High,Low,Medium
2017,7,AM,Critical,Medium,Medium,High,High,Medium,High,High,Medium,Medium,Low,Low
2017,8,AM,Critical,Low,Medium,High,High,High,High,High,High,Medium,Low,Low
2017,9,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,Medium,Low,Low
2017,10,AM,Critical,Medium,Medium,Medium,High,High,Medium,High,High,Medium,Low,Medium
2017,11,AM,High,High,Medium,Medium,High,High,High,High,High,High,Low,Medium
2017,12,AM,High,High,Medium,Low,High,High,High,High,High,High,Low,Low
2018,1,AM,High,High,Medium,Medium,Medium,High,Medium,Medium,High,High,Low,Low
2018,2,AM,High,High,Medium,Medium,High,High,High,High,High,Medium,Low,Low
2018,3,AM,High,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2018,4,AM,High,High,Medium,Medium,Medium,High,High,Medium,High,High,Low,Low
2018,5,AM,Critical,Medium,Medium,Medium,Medium,High,High,High,High,High,Low,Low
2018,6,AM,Critical,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2018,7,AM,Critical,Low,Medium,Medium,High,Medium,High,High,Medium,Medium,Low,Low
2018,8,AM,Critical,Low,Medium,High,High,Medium,High,High,High,Medium,Low,Low
2018,9,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,Medium,Low,Medium
2018,10,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,Medium,Medium,Low
2018,11,AM,High,Medium,Medium,Medium,High,High,High,High,High,Medium,Low,Low
2018,12,AM,High,High,Medium,Low,Medium,High,High,Medium,High,High,Low,Low
2019,1,AM,High,High,Medium,Medium,High,High,High,High,High,High,Low,Medium
2019,2,AM,High,High,Medium,Medium,Medium,High,High,Medium,High,High,Low,Medium
2019,3,AM,High,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2019,4,AM,High,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2019,5,AM,Critical,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2019,6,AM,Critical,Medium,Medium,Medium,High,High,High,High,High,Medium,Low,Low
